customer_id,card_id
C09260,C09260-K1
C09274,C09274-K1
C09279,C09279-K1
C09280,C09280-K1
C09283,C09283-K1
C09286,C09286-K1
C09287,C09287-K1
C09289,C09289-K1
C09294,C09294-K1
C09296,C09296-K1
C09301,C09301-K2
C09314,C09314-K1
C09325,C09325-K1
C09337,C09337-K1
C09344,C09344-K1
C09350,C09350-K1
C09353,C09353-K1
C09354,C09354-K1
C09359,C09359-K1
C09359,C09359-K2
C09363,C09363-K1
C09363,C09363-K2
C09364,C09364-K1
C09365,C09365-K2
C09394,C09394-K1
C09420,C09420-K2
C09424,C09424-K1
C09426,C09426-K1
C09438,C09438-K1
C09442,C09442-K1
C09443,C09443-K1
C09445,C09445-K1
C09454,C09454-K1
C09456,C09456-K1
C09468,C09468-K2
C09470,C09470-K1
C09471,C09471-K2
C09490,C09490-K2
C09491,C09491-K1
C09500,C09500-K1
C09508,C09508-K1
C09521,C09521-K2
C09529,C09529-K1
C09530,C09530-K1
C09533,C09533-K1
C09554,C09554-K1
C09557,C09557-K1
C09573,C09573-K1
C09579,C09579-K2
C09582,C09582-K1
C09583,C09583-K1
C09586,C09586-K2
C09601,C09601-K1
C09602,C09602-K1
C09612,C09612-K1
C09616,C09616-K1
C09631,C09631-K1
C09642,C09642-K1
C09651,C09651-K1
C09657,C09657-K2
C09663,C09663-K1
C09664,C09664-K1
C09665,C09665-K1
C09666,C09666-K2
C09673,C09673-K1
C09674,C09674-K1
C09680,C09680-K2
C09681,C09681-K1
C09683,C09683-K1
C09687,C09687-K1
C09691,C09691-K1
C09696,C09696-K1
C09698,C09698-K1
C09708,C09708-K1
C09719,C09719-K1
C09720,C09720-K1
C09733,C09733-K1
C09735,C09735-K1
C09742,C09742-K2
C09753,C09753-K1
C09757,C09757-K1
C09779,C09779-K1
C09791,C09791-K1
C09799,C09799-K1
C09800,C09800-K1
C09800,C09800-K2
C09803,C09803-K1
C09804,C09804-K1
C09806,C09806-K1
C09820,C09820-K2
C09823,C09823-K1
C09848,C09848-K2
C09855,C09855-K2
C09858,C09858-K1
C09863,C09863-K1
C09868,C09868-K1
C09872,C09872-K1
C09873,C09873-K1
C09876,C09876-K1
C09882,C09882-K1
C09883,C09883-K1
C09884,C09884-K1
C09885,C09885-K1
C09899,C09899-K1
C09900,C09900-K1
C09902,C09902-K2
C09908,C09908-K1
C09918,C09918-K1
C09927,C09927-K1
C09933,C09933-K2
C09939,C09939-K1
C09947,C09947-K1
C09981,C09981-K2
C09983,C09983-K1
C09988,C09988-K1
C09997,C09997-K1
C09998,C09998-K1
C09999,C09999-K1
C10010,C10010-K1
C10016,C10016-K2
C10024,C10024-K1
C10026,C10026-K1
C10032,C10032-K2
C10037,C10037-K1
C10040,C10040-K1
C10045,C10045-K1
C10052,C10052-K1
C10055,C10055-K1
C10084,C10084-K1
C10086,C10086-K1
C10092,C10092-K1
C10112,C10112-K1
C10114,C10114-K1
C10127,C10127-K2
C10129,C10129-K1
C10132,C10132-K1
C10137,C10137-K2
C10139,C10139-K1
C10149,C10149-K1
C10158,C10158-K1
C10164,C10164-K1
C10165,C10165-K1
C10167,C10167-K1
C10170,C10170-K1
C10193,C10193-K2
C10207,C10207-K1
C10215,C10215-K1
C10224,C10224-K1
C10263,C10263-K1
C10264,C10264-K1
C10266,C10266-K1
C10270,C10270-K1
C10273,C10273-K1
C10276,C10276-K1
C10285,C10285-K1
C10287,C10287-K1
C10295,C10295-K1
C10305,C10305-K1
C10306,C10306-K1
C10308,C10308-K1
C10320,C10320-K1
C10326,C10326-K1
C10328,C10328-K1
C10333,C10333-K1
C10343,C10343-K1
C10344,C10344-K2
C10346,C10346-K1
C10349,C10349-K1
C10350,C10350-K1
C10364,C10364-K1
C10372,C10372-K1
C10381,C10381-K1
C10383,C10383-K2
C10388,C10388-K1
C10390,C10390-K1
C10399,C10399-K1
C10402,C10402-K1
C10421,C10421-K1
C10422,C10422-K2
C10426,C10426-K1
C10434,C10434-K1
C10442,C10442-K1
C10455,C10455-K1
C10456,C10456-K1
C10459,C10459-K1
C10476,C10476-K1
C10485,C10485-K1
C10492,C10492-K1
C10496,C10496-K1
C10502,C10502-K1
C10507,C10507-K2
C10508,C10508-K1
C10519,C10519-K1
C10520,C10520-K1
C10523,C10523-K1
C10526,C10526-K1
C10553,C10553-K1
C10559,C10559-K1
C10568,C10568-K1
C10574,C10574-K1
C10578,C10578-K1
C10585,C10585-K2
C10599,C10599-K1
C10601,C10601-K1
C10614,C10614-K1
C10615,C10615-K1
C10631,C10631-K1
C10632,C10632-K1
C10634,C10634-K1
C10639,C10639-K1
C10644,C10644-K1
C10678,C10678-K1
C10683,C10683-K1
C10690,C10690-K1
C10712,C10712-K1
C10713,C10713-K1
C10715,C10715-K2
C10733,C10733-K1
C10736,C10736-K1
C10742,C10742-K1
C10745,C10745-K1
C10746,C10746-K1
C10752,C10752-K1
C10755,C10755-K1
C10757,C10757-K2
C10760,C10760-K2
C10766,C10766-K1
C10770,C10770-K1
C10771,C10771-K1
C10780,C10780-K1
C10799,C10799-K1
C10831,C10831-K1
C10835,C10835-K2
C10837,C10837-K2
C10838,C10838-K1
C10840,C10840-K1
C10843,C10843-K1
C10849,C10849-K1
C10852,C10852-K1
C10855,C10855-K1
C10862,C10862-K1
C10866,C10866-K1
C10871,C10871-K1
C10879,C10879-K1
C10883,C10883-K1
C10890,C10890-K1
C10898,C10898-K1
C10900,C10900-K1
C10906,C10906-K1
C10924,C10924-K2
C10930,C10930-K2
C10933,C10933-K1
C10935,C10935-K1
C10936,C10936-K1
C10948,C10948-K1
C10955,C10955-K2
C10957,C10957-K2
C10962,C10962-K1
C10979,C10979-K1
C10983,C10983-K1
C10986,C10986-K2
C10998,C10998-K1
C10999,C10999-K1
C11000,C11000-K2
C11001,C11001-K1
C11005,C11005-K1
C11008,C11008-K1
C11010,C11010-K1
C11011,C11011-K1
C11014,C11014-K1
C11019,C11019-K2
C11031,C11031-K2
C11032,C11032-K2
C11034,C11034-K1
C11037,C11037-K1
C11041,C11041-K1
C11053,C11053-K1
C11055,C11055-K1
C11061,C11061-K1
C11065,C11065-K1
C11080,C11080-K1
C11082,C11082-K1
C11090,C11090-K1
C11092,C11092-K2
C11104,C11104-K1
C11122,C11122-K1
C11136,C11136-K1
C11143,C11143-K1
C11148,C11148-K1
C11156,C11156-K1
C11158,C11158-K1
C11159,C11159-K1
C11164,C11164-K1
C11173,C11173-K1
C11187,C11187-K1
C11188,C11188-K1
C11190,C11190-K1
C11191,C11191-K1
C11198,C11198-K1
C11199,C11199-K1
C11201,C11201-K1
C11204,C11204-K1
C11213,C11213-K1
C11224,C11224-K1
C11227,C11227-K2
C11230,C11230-K2
C11232,C11232-K1
C11237,C11237-K1
C11239,C11239-K1
C11246,C11246-K1
C11247,C11247-K1
C11249,C11249-K1
C11257,C11257-K1
C11265,C11265-K1
C11269,C11269-K1
C11275,C11275-K1
C11291,C11291-K1
C11294,C11294-K2
C11298,C11298-K2
C11304,C11304-K1
C11307,C11307-K1
C11309,C11309-K1
C11319,C11319-K1
C11323,C11323-K1
C11329,C11329-K1
C11332,C11332-K1
C11335,C11335-K1
C11337,C11337-K1
C11339,C11339-K1
C11343,C11343-K1
C11348,C11348-K1
C11352,C11352-K1
C11375,C11375-K1
C11381,C11381-K2
C11388,C11388-K1
C11397,C11397-K1
C11398,C11398-K1
C11413,C11413-K1
C11414,C11414-K1
C11416,C11416-K2
C11427,C11427-K1
C11429,C11429-K1
C11436,C11436-K1
C11444,C11444-K1
C11458,C11458-K1
C11460,C11460-K1
C11461,C11461-K1
C11464,C11464-K2
C11468,C11468-K2
C11472,C11472-K1
C11475,C11475-K1
C11490,C11490-K1
C11496,C11496-K2
C11500,C11500-K1
C11509,C11509-K2
C11513,C11513-K1
C11522,C11522-K2
C11529,C11529-K1
C11533,C11533-K2
C11539,C11539-K2
C11543,C11543-K2
C11554,C11554-K1
C11558,C11558-K2
C11577,C11577-K1
C11586,C11586-K1
C11595,C11595-K1
C11597,C11597-K2
C11601,C11601-K1
C11609,C11609-K1
C11625,C11625-K2
C11629,C11629-K1
C11633,C11633-K1
C11637,C11637-K1
C11642,C11642-K1
C11656,C11656-K1
C11670,C11670-K2
C11682,C11682-K1
C11687,C11687-K2
C11690,C11690-K1
C11702,C11702-K1
C11704,C11704-K1
C11709,C11709-K2
C11713,C11713-K1
C11716,C11716-K1
C11730,C11730-K1
C11743,C11743-K2
C11747,C11747-K1
C11749,C11749-K1
C11750,C11750-K1
C11762,C11762-K1
C11780,C11780-K1
C11783,C11783-K2
C11787,C11787-K1
C11790,C11790-K1
C11792,C11792-K1
C11798,C11798-K1
C11807,C11807-K1
C11842,C11842-K1
C11844,C11844-K2
C11847,C11847-K2
C11852,C11852-K1
C11855,C11855-K1
C11859,C11859-K1
C11865,C11865-K1
C11866,C11866-K1
C11871,C11871-K1
C11873,C11873-K2
C11889,C11889-K2
C11890,C11890-K1
C11891,C11891-K1
C11898,C11898-K1
C11906,C11906-K1
C11915,C11915-K1
C11916,C11916-K1
C11919,C11919-K2
C11923,C11923-K2
C11929,C11929-K2
C11933,C11933-K1
C11937,C11937-K1
C11944,C11944-K1
C11945,C11945-K2
C11951,C11951-K1
C11952,C11952-K1
C11958,C11958-K1
C11964,C11964-K1
C11965,C11965-K1
C11970,C11970-K1
C11987,C11987-K1
C11998,C11998-K1
C12002,C12002-K1
C12005,C12005-K1
C12007,C12007-K2
C12011,C12011-K1
C12012,C12012-K1
C12018,C12018-K1
C12028,C12028-K2
C12033,C12033-K1
C12036,C12036-K2
C12044,C12044-K1
C12057,C12057-K1
C12060,C12060-K1
C12061,C12061-K2
C12063,C12063-K1
C12084,C12084-K2
C12092,C12092-K1
C12092,C12092-K2
C12094,C12094-K2
C12097,C12097-K1
C12103,C12103-K1
C12111,C12111-K1
C12132,C12132-K2
C12136,C12136-K2
C12144,C12144-K2
C12160,C12160-K1
C12163,C12163-K1
C12166,C12166-K2
C12191,C12191-K1
C12193,C12193-K1
C12199,C12199-K1
C12203,C12203-K1
C12211,C12211-K2
C12223,C12223-K1
C12230,C12230-K1
C12250,C12250-K1
C12251,C12251-K1
C12258,C12258-K2
C12265,C12265-K2
C12267,C12267-K2
C12274,C12274-K1
C12276,C12276-K1
C12283,C12283-K1
C12291,C12291-K1
C12295,C12295-K2
C12296,C12296-K1
C12305,C12305-K1
C12309,C12309-K1
C12311,C12311-K2
C12330,C12330-K1
C12336,C12336-K1
C12382,C12382-K1
C12385,C12385-K1
C12386,C12386-K1
C12395,C12395-K2
C12397,C12397-K1
C12399,C12399-K1
C12403,C12403-K1
C12409,C12409-K1
C12412,C12412-K1
C12417,C12417-K1
C12418,C12418-K1
C12420,C12420-K1
C12446,C12446-K1
C12448,C12448-K1
C12450,C12450-K1
C12453,C12453-K1
C12454,C12454-K1
C12470,C12470-K1
C12476,C12476-K1
C12492,C12492-K1
C12501,C12501-K1
C12509,C12509-K2
C12517,C12517-K2
C12525,C12525-K1
C12532,C12532-K1
C12542,C12542-K1
C12552,C12552-K1
C12574,C12574-K1
C12578,C12578-K1
C12585,C12585-K1
C12586,C12586-K1
C12591,C12591-K1
C12598,C12598-K2
C12602,C12602-K1
C12623,C12623-K1
C12626,C12626-K2
C12634,C12634-K1
C12641,C12641-K2
C12644,C12644-K1
C12645,C12645-K1
C12646,C12646-K1
C12655,C12655-K1
C12656,C12656-K1
C12658,C12658-K1
C12670,C12670-K1
C12680,C12680-K1
C12681,C12681-K1
C12682,C12682-K1
C12690,C12690-K2
C12703,C12703-K1
C12705,C12705-K2
C12707,C12707-K1
C12717,C12717-K1
C12730,C12730-K1
C12736,C12736-K1
C12738,C12738-K1
C12742,C12742-K1
C12744,C12744-K1
C12748,C12748-K2
C12754,C12754-K1
C12758,C12758-K1
C12773,C12773-K1
C12785,C12785-K2
C12793,C12793-K1
C12796,C12796-K1
C12797,C12797-K1
C12811,C12811-K1
C12815,C12815-K1
C12835,C12835-K2
C12846,C12846-K1
C12861,C12861-K1
C12865,C12865-K1
C12885,C12885-K1
C12887,C12887-K1
C12889,C12889-K1
C12897,C12897-K1
C12900,C12900-K2
C12901,C12901-K1
C12913,C12913-K1
C12920,C12920-K1
C12923,C12923-K1
C12930,C12930-K1
C12942,C12942-K2
C12947,C12947-K1
C12961,C12961-K2
C12966,C12966-K1
C12967,C12967-K1
C12971,C12971-K1
C12972,C12972-K1
C12975,C12975-K2
C12982,C12982-K1
C12983,C12983-K1
C12984,C12984-K2
C12987,C12987-K1
C12989,C12989-K1
C12991,C12991-K1
C13001,C13001-K1
C13005,C13005-K1
C13007,C13007-K1
C13012,C13012-K1
C13019,C13019-K1
C13025,C13025-K1
C13034,C13034-K1
C13036,C13036-K1
C13037,C13037-K1
C13048,C13048-K1
C13052,C13052-K1
C13058,C13058-K2
C13060,C13060-K1
C13061,C13061-K1
C13064,C13064-K1
C13067,C13067-K1
C13076,C13076-K1
C13081,C13081-K1
C13086,C13086-K2
C13095,C13095-K1
C13119,C13119-K1
C13122,C13122-K1
C13139,C13139-K1
C13140,C13140-K1
C13147,C13147-K1
C13160,C13160-K1
C13163,C13163-K1
C13167,C13167-K1
C13171,C13171-K2
C13172,C13172-K1
C13175,C13175-K1
C13190,C13190-K2
C13191,C13191-K1
C13227,C13227-K1
C13236,C13236-K1
C13241,C13241-K1
C13249,C13249-K1
C13253,C13253-K2
C13254,C13254-K1
C13256,C13256-K1
C13259,C13259-K1
C13268,C13268-K1
C13269,C13269-K2
C13273,C13273-K1
C13290,C13290-K1
C13328,C13328-K1
C13332,C13332-K1
C13349,C13349-K2
C13354,C13354-K2
C13355,C13355-K1
C13364,C13364-K1
C13372,C13372-K1
C13374,C13374-K1
C13388,C13388-K1
C13389,C13389-K1
C13392,C13392-K1
C13402,C13402-K1
C13403,C13403-K2
C13404,C13404-K1
C13407,C13407-K1
C13410,C13410-K1
C13414,C13414-K1
C13423,C13423-K1
C13429,C13429-K1
C13432,C13432-K1
C13440,C13440-K2
C13447,C13447-K1
C13449,C13449-K1
C13450,C13450-K1
C13454,C13454-K1
C13456,C13456-K1
C13465,C13465-K1
C13478,C13478-K1
C13487,C13487-K1
C13492,C13492-K1
C13504,C13504-K1
C13507,C13507-K1
C13514,C13514-K1
C13521,C13521-K1
C13527,C13527-K1
C13541,C13541-K1
