card_id,transaction_id
C11065-K1,3131102
C00466-K1,3131106
C02667-K1,3131134
C11923-K2,3131142
C09533-K1,3131154
C02502-K2,3131189
C12897-K1,3131364
C09165-K2,3131383
C12897-K1,3131440
C12897-K1,3131459
C11201-K1,3131506
C10837-K2,3131572
C08834-K1,3131573
C01155-K2,3131597
C05381-K2,3131602
C00854-K2,3131614
C07648-K2,3131656
C04125-K2,3131666
C10837-K2,3131683
C00750-K2,3131696
C04125-K2,3131703
C07073-K1,3131720
C08646-K1,3131728
C04125-K2,3131761
C05245-K2,3131835
C10559-K1,3131905
C02250-K2,3131943
C13449-K1,3131950
C10010-K1,3131975
C07562-K2,3131984
C11847-K2,3131989
C10010-K1,3132005
C06224-K2,3132043
C09657-K2,3132046
C01155-K2,3132069
C12900-K2,3132118
C00854-K2,3132134
C10010-K1,3132166
C04984-K2,3132182
C10010-K1,3132256
C05031-K2,3132259
C01155-K2,3132270
C07936-K2,3132298
C03047-K2,3132369
C10010-K1,3132371
C10010-K1,3132389
C10010-K1,3132399
C05560-K2,3132400
C07073-K1,3132440
C00294-K2,3132472
C04488-K1,3132495
C06588-K1,3132620
C12900-K2,3132738
C01109-K2,3132780
C05031-K2,3132802
C05031-K2,3132811
C12036-K2,3132812
C05031-K2,3132896
C05031-K2,3132909
C07518-K2,3132957
C01109-K2,3133015
C04105-K2,3133084
C08288-K1,3133115
C01521-K2,3133170
C00750-K2,3133244
C13440-K2,3133280
C12987-K1,3133283
C06962-K2,3133318
C05031-K2,3133337
C04571-K2,3133369
C05381-K2,3133380
C06630-K2,3133389
C05381-K2,3133390
C07562-K2,3133428
C05031-K2,3133443
C11509-K2,3133455
C12517-K2,3133587
C05031-K2,3133602
C02231-K2,3133649
C12061-K2,3133696
C05307-K2,3133707
C02480-K1,3133721
C05307-K2,3133754
C05307-K2,3133763
C05307-K2,3133800
C06247-K1,3133810
C00750-K2,3133826
C00750-K2,3133896
C00294-K2,3133952
C04597-K2,3133966
C00294-K2,3133978
C04597-K2,3133985
C06630-K2,3134078
C11444-K1,3134079
C07867-K2,3134108
C07256-K2,3134114
C04350-K1,3134120
C07867-K2,3134151
C05031-K2,3134154
C07220-K1,3134167
C07220-K1,3134185
C05031-K2,3134188
C05031-K2,3134189
C01328-K1,3134288
C10957-K2,3134314
C10957-K2,3134317
C10957-K2,3134326
C09471-K2,3134330
C09471-K2,3134333
C10957-K2,3134334
C10957-K2,3134344
C10957-K2,3134347
C05530-K2,3134356
C09471-K2,3134361
C05031-K2,3134362
C05031-K2,3134370
C05031-K2,3134393
C07562-K2,3134439
C05678-K1,3134441
C06464-K1,3134448
C05031-K2,3134452
C11807-K1,3134461
C10114-K1,3134464
C11509-K2,3134500
C12680-K1,3134505
C01109-K2,3134545
C04125-K2,3134587
C11871-K1,3134596
C04125-K2,3134599
C06962-K2,3134620
C00768-K2,3134763
C07027-K1,3134867
C11871-K1,3134902
C00296-K1,3134930
C05031-K2,3134982
C00405-K1,3134983
C11053-K1,3134985
C00750-K2,3135002
C02716-K2,3135049
C03047-K2,3135079
C11847-K2,3135122
C05031-K2,3135181
C00750-K2,3135276
C00728-K2,3135298
C04108-K2,3135349
C03234-K1,3135359
C00329-K2,3135430
C10421-K1,3135453
C00750-K2,3135454
C00750-K2,3135473
C00329-K2,3135502
C10421-K1,3135536
C05192-K2,3135560
C00750-K2,3135569
C11597-K2,3135778
C11597-K2,3135788
C11597-K2,3135797
C11597-K2,3135800
C11597-K2,3135812
C02902-K2,3135829
C07050-K1,3135838
C11597-K2,3135841
C12111-K1,3135868
C11923-K2,3135973
C08962-K2,3136012
C13171-K2,3136051
C00750-K2,3136068
C10553-K1,3136126
C00750-K2,3136141
C02477-K1,3136165
C02477-K1,3136188
C06224-K2,3136212
C11522-K2,3136238
C06224-K2,3136247
C06224-K2,3136340
C06224-K2,3136388
C08623-K2,3136399
C06224-K2,3136424
C06947-K2,3136446
C05031-K2,3136484
C02147-K2,3136493
C12897-K1,3136508
C05303-K1,3136604
C11923-K2,3136623
C00750-K2,3136648
C03341-K2,3136693
C13171-K2,3136701
C03360-K1,3136742
C04125-K2,3136755
C01166-K1,3136758
C02231-K2,3136764
C01727-K2,3136824
C06224-K2,3136862
C11923-K2,3136967
C11923-K2,3136983
C11923-K2,3137009
C05689-K2,3137036
C11923-K2,3137056
C01109-K2,3137116
C05031-K2,3137178
C01890-K1,3137179
C06663-K2,3137187
C11444-K1,3137190
C02716-K2,3137274
C10010-K1,3137296
C05689-K2,3137362
C00280-K2,3137385
C05689-K2,3137391
C07256-K2,3137407
C07256-K2,3137421
C06942-K2,3137431
C06744-K2,3137468
C05243-K1,3137499
C07073-K1,3137515
C07073-K1,3137526
C08374-K1,3137580
C03488-K2,3137592
C07562-K2,3137607
C11847-K2,3137616
C05381-K2,3137628
C12785-K2,3137656
C12785-K2,3137670
C12785-K2,3137690
C06005-K1,3137694
C01521-K2,3137705
C04034-K2,3137741
C06728-K1,3137752
C03598-K2,3137761
C11247-K1,3137766
C08374-K1,3137777
C04597-K2,3137779
C11000-K2,3137785
C05031-K2,3137787
C11000-K2,3137817
C07562-K2,3137820
C00294-K2,3137836
C12966-K1,3137844
C05031-K2,3137847
C01890-K1,3137852
C11329-K1,3137854
C05031-K2,3137859
C05381-K2,3137868
C05381-K2,3137877
C11847-K2,3137888
C04072-K2,3137892
C05381-K2,3137894
C05381-K2,3137900
C07872-K2,3137941
C11444-K1,3137943
C04965-K2,3137944
C05031-K2,3137945
C11444-K1,3137947
C05031-K2,3137948
C02545-K2,3137951
C00294-K2,3137952
C07648-K2,3138049
C03019-K2,3138178
C08831-K1,3138274
C09260-K1,3138293
C09657-K2,3138368
C06024-K1,3138431
C00667-K1,3138523
C08391-K2,3138536
C05551-K2,3138558
C09664-K1,3138591
C05031-K2,3138635
C04984-K2,3138828
C03047-K2,3138874
C05031-K2,3138898
C00426-K2,3138920
C11143-K1,3139032
C02897-K1,3139105
C00750-K2,3139111
C00750-K2,3139125
C03047-K2,3139159
C05174-K1,3139185
C12517-K2,3139247
C09657-K2,3139273
C02147-K2,3139300
C03047-K2,3139308
C05600-K1,3139314
C10127-K2,3139342
C00956-K1,3139515
C04125-K2,3139532
C02897-K1,3139565
C07871-K1,3139664
C01224-K1,3139669
C06742-K1,3139672
C11923-K2,3139688
C00329-K2,3139694
C08909-K2,3139709
C08587-K1,3139721
C08597-K2,3139773
C04537-K1,3139777
C00329-K2,3139794
C11871-K1,3139824
C07867-K2,3139890
C05031-K2,3139891
C12900-K2,3139919
C05031-K2,3139926
C07867-K2,3139934
C00259-K1,3139941
C07855-K1,3139986
C04361-K2,3140025
C00956-K1,3140026
C07867-K2,3140042
C05031-K2,3140043
C06630-K2,3140062
C05031-K2,3140069
C01155-K2,3140120
C08727-K1,3140156
C01155-K2,3140184
C10837-K2,3140186
C01727-K2,3140191
C08727-K1,3140225
C13447-K1,3140243
C01178-K1,3140257
C08290-K2,3140309
C01982-K2,3140350
C01525-K2,3140356
C13372-K1,3140378
C11871-K1,3140395
C13372-K1,3140489
C13372-K1,3140503
C12382-K1,3140508
C05381-K2,3140610
C02147-K2,3140629
C10010-K1,3140633
C09582-K1,3140647
C01040-K2,3140652
C06024-K1,3140681
C11143-K1,3140764
C12785-K2,3140792
C02716-K2,3140794
C08962-K2,3140826
C10010-K1,3140835
C08962-K2,3140857
C11595-K1,3140860
C11595-K1,3140878
C08962-K2,3140882
C13447-K1,3140889
C04034-K2,3140916
C05467-K1,3140966
C02354-K2,3140974
C07256-K2,3140980
C07648-K2,3140983
C07256-K2,3140988
C07256-K2,3140992
C07256-K2,3140996
C07256-K2,3140999
C07256-K2,3141003
C07256-K2,3141004
C07256-K2,3141019
C06224-K2,3141029
C07256-K2,3141030
C09899-K1,3141032
C10114-K1,3141044
C11919-K2,3141085
C11509-K2,3141089
C03575-K2,3141092
C06744-K2,3141097
C01525-K2,3141098
C11000-K2,3141103
C06744-K2,3141113
C01525-K2,3141115
C06598-K1,3141116
C04248-K2,3141131
C09657-K2,3141174
C01155-K2,3141186
C01178-K1,3141197
C08962-K2,3141204
C11871-K1,3141209
C09657-K2,3141210
C06663-K2,3141217
C05381-K2,3141221
C13440-K2,3141230
C13440-K2,3141245
C12987-K1,3141247
C12987-K1,3141257
C05381-K2,3141267
C12987-K1,3141276
C05747-K1,3141279
C08962-K2,3141288
C04248-K2,3141295
C08962-K2,3141298
C05381-K2,3141325
C04125-K2,3141336
C12166-K2,3141339
C12166-K2,3141343
C12166-K2,3141344
C12166-K2,3141348
C12166-K2,3141352
C01982-K2,3141359
C01122-K1,3141361
C07562-K2,3141393
C13440-K2,3141421
C04196-K2,3141435
C04196-K2,3141452
C09471-K2,3141462
C09657-K2,3141512
C05423-K1,3141533
C05985-K2,3141546
C02231-K2,3141654
C09799-K1,3141665
C13440-K2,3141672
C02205-K1,3141704
C02231-K2,3141716
C03714-K1,3141719
C00854-K2,3141836
C08962-K2,3141852
C00854-K2,3141888
C11000-K2,3141894
C11000-K2,3141904
C00750-K2,3141926
C09657-K2,3141954
C11000-K2,3141957
C09657-K2,3141965
C11329-K1,3141989
C00854-K2,3141993
C07256-K2,3142058
C08909-K2,3142084
C02716-K2,3142113
C04034-K2,3142294
C11554-K1,3142299
C05381-K2,3142316
C01755-K2,3142347
C01521-K2,3142382
C05029-K1,3142413
C06663-K2,3142423
C00854-K2,3142427
C10962-K1,3142437
C11855-K1,3142513
C08605-K1,3142564
C05031-K2,3142569
C08605-K1,3142591
C00405-K1,3142605
C04105-K2,3142621
C00405-K1,3142623
C04105-K2,3142662
C00854-K2,3142677
C10634-K1,3142768
C12682-K1,3142805
C12900-K2,3142840
C13171-K2,3142854
C11923-K2,3142913
C11000-K2,3143033
C06956-K1,3143109
C09933-K2,3143118
C08962-K2,3143144
C07448-K1,3143151
C07648-K2,3143203
C05585-K1,3143243
C07743-K2,3143247
C03218-K2,3143261
C09149-K1,3143287
C05585-K1,3143343
C08646-K1,3143364
C00450-K1,3143402
C05029-K1,3143425
C09274-K1,3143481
C04125-K2,3143571
C06744-K2,3143607
C05381-K2,3143681
C02902-K2,3143700
C03218-K2,3143746
C08962-K2,3143769
C01154-K1,3143789
C01154-K1,3143790
C06224-K2,3143796
C01154-K1,3143828
C10364-K1,3143830
C08962-K2,3143833
C01154-K1,3143845
C12399-K1,3143858
C10364-K1,3143889
C02902-K2,3144013
C02902-K2,3144036
C06067-K2,3144077
C10010-K1,3144149
C03218-K2,3144152
C10010-K1,3144221
C02902-K2,3144239
C02902-K2,3144268
C08945-K2,3144306
C05307-K2,3144314
C04125-K2,3144327
C02354-K2,3144339
C11444-K1,3144412
C01727-K2,3144457
C05031-K2,3144485
C09165-K2,3144490
C06962-K2,3144495
C04108-K2,3144536
C12901-K1,3144583
C08909-K2,3144585
C12680-K1,3144631
C08962-K2,3144645
C12680-K1,3144655
C01982-K2,3144666
C08962-K2,3144670
C04248-K2,3144679
C08962-K2,3144710
C05487-K1,3144735
C13171-K2,3144737
C05031-K2,3144744
C10852-K1,3144746
C13407-K1,3144748
C05031-K2,3144752
C00466-K1,3144757
C05031-K2,3144760
C08962-K2,3144771
C04034-K2,3144774
C08962-K2,3144775
C13407-K1,3144785
C05031-K2,3144787
C00294-K2,3144791
C05031-K2,3144793
C13407-K1,3144795
C13407-K1,3144804
C13447-K1,3144806
C05031-K2,3144818
C08962-K2,3144825
C13407-K1,3144834
C08962-K2,3144846
C08962-K2,3144857
C04185-K2,3144881
C04072-K2,3144893
C08962-K2,3144908
C08962-K2,3144911
C01755-K2,3144919
C01755-K2,3144928
C13086-K2,3144935
C02716-K2,3144940
C12982-K1,3144954
C08962-K2,3144956
C01521-K2,3144962
C08962-K2,3144966
C07562-K2,3144971
C07185-K2,3144977
C13507-K1,3145012
C03786-K1,3145021
C03786-K1,3145024
C01727-K2,3145169
C11923-K2,3145228
C11923-K2,3145244
C13407-K1,3145280
C06962-K2,3145331
C08962-K2,3145373
C07648-K2,3145413
C05307-K2,3145416
C02753-K1,3145504
C09657-K2,3145539
C09657-K2,3145586
C08962-K2,3145640
C08962-K2,3145643
C07840-K1,3145742
C12901-K1,3145812
C06464-K1,3145885
C03831-K1,3145898
C04446-K1,3145909
C09800-K2,3145923
C12901-K1,3145937
C10333-K1,3145958
C12901-K1,3145964
C13407-K1,3145997
C04046-K2,3146039
C13440-K2,3146127
C04046-K2,3146161
C06024-K1,3146288
C11709-K2,3146332
C09939-K1,3146350
C10422-K2,3146359
C00750-K2,3146369
C11709-K2,3146389
C00750-K2,3146419
C06663-K2,3146450
C04125-K2,3146472
C08106-K1,3146481
C01765-K1,3146502
C11958-K1,3146635
C11509-K2,3146697
C02231-K1,3146712
C11577-K1,3146743
C07562-K2,3146746
C00294-K2,3146770
C13372-K1,3146806
C08962-K2,3146947
C00854-K2,3146951
C10837-K2,3147049
C01166-K1,3147061
C12680-K1,3147119
C03218-K2,3147159
C10745-K1,3147162
C11034-K1,3147171
C11034-K1,3147182
C00854-K2,3147203
C01109-K2,3147226
C03714-K1,3147231
C10745-K1,3147242
C04803-K1,3147261
C10745-K1,3147282
C02545-K2,3147326
C06224-K2,3147331
C08918-K2,3147337
C04803-K1,3147340
C05307-K2,3147354
C09657-K2,3147361
C02545-K2,3147404
C02545-K2,3147412
C11906-K1,3147428
C12897-K1,3147438
C03218-K2,3147447
C01982-K2,3147469
C02250-K2,3147529
C08913-K2,3147566
C04125-K2,3147587
C09241-K2,3147599
C03527-K1,3147609
C07212-K2,3147618
C04125-K2,3147631
C08913-K2,3147645
C13081-K1,3147662
C07220-K1,3147682
C04860-K1,3147776
C05381-K2,3147785
C00614-K2,3147792
C10137-K2,3147847
C05381-K2,3147849
C11847-K2,3147878
C08918-K2,3147922
C08962-K2,3147936
C01521-K2,3147954
C11923-K2,3147966
C03218-K2,3148034
C13364-K1,3148043
C08918-K2,3148057
C09657-K2,3148064
C11847-K2,3148068
C13254-K1,3148097
C11923-K2,3148124
C06224-K2,3148126
C11143-K1,3148143
C00294-K2,3148146
C00294-K2,3148163
C00294-K2,3148172
C06224-K2,3148190
C00294-K2,3148192
C08450-K2,3148204
C08450-K2,3148218
C00750-K2,3148225
C05031-K2,3148229
C09657-K2,3148270
C05031-K2,3148271
C05031-K2,3148274
C05031-K2,3148276
C05031-K2,3148277
C05031-K2,3148280
C05031-K2,3148281
C05031-K2,3148283
C09301-K2,3148293
C05967-K1,3148301
C05967-K1,3148315
C05967-K1,3148320
C05967-K1,3148324
C06630-K2,3148333
C06630-K2,3148337
C09301-K2,3148350
C04965-K2,3148360
C00018-K1,3148386
C06224-K2,3148410
C06224-K2,3148419
C11031-K2,3148480
C09471-K2,3148555
C04196-K2,3148583
C11847-K2,3148660
C07073-K1,3148701
C07073-K1,3148731
C09363-K2,3148793
C05031-K2,3148884
C05031-K2,3148903
C07073-K1,3148930
C05031-K2,3148936
C04125-K2,3148949
C04125-K2,3149048
C00952-K1,3149075
C04125-K2,3149090
C11294-K2,3149123
C06224-K2,3149164
C08256-K2,3149177
C06208-K1,3149195
C06208-K1,3149198
C06208-K1,3149227
C07518-K2,3149244
C02780-K2,3149264
C09468-K2,3149265
C01727-K2,3149324
C09274-K1,3149427
C13364-K1,3149429
C07513-K1,3149475
C03218-K2,3149541
C08662-K1,3149544
C11847-K2,3149553
C11597-K2,3149574
C07867-K2,3149603
C11923-K2,3149626
C04125-K2,3149647
C07867-K2,3149651
C07867-K2,3149659
C11923-K2,3149704
C04597-K2,3149743
C08455-K1,3149791
C04865-K1,3149793
C08455-K1,3149820
C10962-K1,3149920
C13036-K1,3149967
C05039-K1,3149975
C02686-K1,3150016
C02502-K2,3150027
C05039-K1,3150042
C11919-K2,3150053
C00728-K2,3150166
C09530-K1,3150170
C10421-K1,3150193
C09530-K1,3150208
C07212-K2,3150236
C05381-K2,3150242
C01784-K1,3150245
C02716-K2,3150345
C12897-K1,3150370
C10164-K1,3150468
C00294-K2,3150470
C06224-K2,3150480
C09663-K1,3150547
C10634-K1,3150627
C10634-K1,3150649
C04965-K2,3150678
C11577-K1,3150788
C04361-K2,3150822
C04361-K2,3150836
C11844-K2,3150918
C05484-K1,3150923
C04108-K2,3150962
C02250-K2,3150970
C06663-K2,3151041
C11227-K2,3151050
C01521-K2,3151086
C03341-K2,3151136
C11709-K2,3151156
C07562-K2,3151217
C08962-K2,3151224
C05390-K1,3151259
C05390-K1,3151284
C12680-K1,3151292
C09657-K2,3151294
C06224-K2,3151316
C06224-K2,3151354
C01155-K2,3151358
C05031-K2,3151361
C06906-K1,3151384
C12982-K1,3151399
C11597-K2,3151431
C12982-K1,3151434
C05381-K2,3151439
C05390-K1,3151440
C05381-K2,3151448
C01155-K2,3151453
C08943-K2,3151460
C05390-K1,3151473
C05031-K2,3151476
C05031-K2,3151483
C07562-K2,3151489
C07562-K2,3151499
C07562-K2,3151562
C07562-K2,3151564
C07562-K2,3151566
C07562-K2,3151568
C07562-K2,3151570
C04072-K2,3151596
C00606-K1,3151610
C01744-K2,3151657
C08489-K2,3151672
C04125-K2,3151721
C11597-K2,3151756
C01138-K2,3151777
C11496-K2,3151847
C06962-K2,3151947
C07867-K2,3152197
C03738-K2,3152202
C07562-K2,3152213
C11847-K2,3152216
C07867-K2,3152239
C07855-K1,3152265
C07562-K2,3152276
C11923-K2,3152296
C04346-K2,3152300
C02250-K2,3152301
C01155-K2,3152319
C04597-K2,3152326
C00426-K2,3152335
C04597-K2,3152338
C03738-K2,3152340
C00426-K2,3152345
C00426-K2,3152359
C05560-K2,3152436
C03971-K1,3152455
C04108-K2,3152621
C06744-K2,3152632
C01040-K2,3152653
C12942-K2,3152701
C06744-K2,3152712
C07086-K1,3152864
C09165-K2,3152898
C07562-K2,3152977
C05031-K2,3152982
C05031-K2,3152992
C12942-K2,3153001
C05245-K2,3153005
C07221-K1,3153046
C07867-K2,3153123
C04125-K2,3153132
C10838-K1,3153150
C06744-K2,3153249
C11844-K2,3153253
C12961-K2,3153255
C06744-K2,3153261
C04125-K2,3153269
C06744-K2,3153295
C12942-K2,3153299
C00889-K2,3153323
C09691-K1,3153398
C11958-K1,3153415
C10900-K1,3153446
C09999-K1,3153456
C05031-K2,3153473
C04125-K2,3153556
C06031-K2,3153658
C06031-K2,3153674
C00750-K2,3153743
C09884-K1,3153761
C00750-K2,3153792
C04108-K2,3153797
C00750-K2,3153841
C02902-K2,3153852
C09806-K1,3153903
C11309-K1,3153995
C13268-K1,3154004
C02716-K2,3154021
C09663-K1,3154032
C12028-K2,3154045
C11309-K1,3154046
C02716-K2,3154061
C00889-K2,3154115
C06224-K2,3154159
C08727-K1,3154165
C11309-K1,3154220
C09663-K1,3154245
C00294-K2,3154255
C05307-K2,3154301
C06299-K1,3154311
C07872-K2,3154312
C06299-K1,3154314
C00426-K2,3154322
C07033-K1,3154331
C06299-K1,3154348
C06299-K1,3154353
C06299-K1,3154362
C01010-K1,3154370
C06299-K1,3154390
C06299-K1,3154395
C06299-K1,3154410
C01140-K1,3154511
C13171-K2,3154582
C11642-K1,3154588
C11923-K2,3154589
C09742-K2,3154596
C09742-K2,3154603
C04034-K2,3154612
C09742-K2,3154617
C11923-K2,3154618
C11923-K2,3154621
C04034-K2,3154627
C11919-K2,3154631
C11923-K2,3154637
C06962-K2,3154649
C03598-K2,3154656
C11642-K1,3154667
C07508-K2,3154670
C06986-K1,3154674
C07508-K2,3154703
C07508-K2,3154713
C02554-K1,3154780
C02554-K1,3154782
C11597-K2,3154814
C11597-K2,3154820
C11597-K2,3154864
C11923-K2,3154869
C11000-K2,3154919
C01155-K2,3154939
C03405-K2,3154941
C08290-K2,3154954
C08290-K2,3154967
C08290-K2,3154968
C09800-K2,3154972
C02147-K2,3154998
C05031-K2,3155002
C02147-K2,3155007
C05031-K2,3155011
C12028-K2,3155013
C12258-K2,3155034
C04984-K2,3155037
C09804-K1,3155038
C04984-K2,3155048
C09804-K1,3155084
C03778-K1,3155088
C00750-K2,3155098
C00750-K2,3155099
C11923-K2,3155100
C08450-K2,3155134
C00854-K2,3155135
C11958-K1,3155246
C04984-K2,3155306
C04984-K2,3155344
C04984-K2,3155361
C00750-K2,3155370
C06962-K2,3155373
C04108-K2,3155389
C03278-K2,3155503
C12942-K2,3155540
C00750-K2,3155584
C00854-K2,3155596
C11597-K2,3155620
C09657-K2,3155740
C09804-K1,3155741
C00854-K2,3155744
C00854-K2,3155776
C01109-K2,3155800
C07227-K2,3155817
C12166-K2,3155900
C12991-K1,3155942
C01426-K1,3155947
C10760-K2,3155980
C01138-K2,3155993
C01521-K2,3156005
C02716-K2,3156069
C08962-K2,3156076
C04108-K2,3156083
C11919-K2,3156105
C11923-K2,3156116
C13171-K2,3156117
C11923-K2,3156137
C05031-K2,3156169
C11923-K2,3156171
C05029-K1,3156172
C03278-K2,3156175
C07855-K1,3156176
C05031-K2,3156178
C05031-K2,3156184
C05307-K2,3156185
C13171-K2,3156207
C05031-K2,3156263
C05381-K2,3156272
C03040-K2,3156280
C11709-K2,3156330
C09868-K1,3156350
C13407-K1,3156387
C13407-K1,3156389
C13407-K1,3156392
C13407-K1,3156399
C03218-K2,3156417
C04125-K2,3156432
C05916-K1,3156435
C05916-K1,3156454
C13407-K1,3156461
C12578-K1,3156509
C01719-K1,3156512
C03218-K2,3156523
C00854-K2,3156525
C01719-K1,3156542
C00854-K2,3156555
C02502-K2,3156690
C10935-K1,3156691
C02716-K2,3156709
C00854-K2,3156710
C02354-K2,3156759
C10320-K1,3156848
C03708-K2,3156866
C03708-K2,3156868
C03218-K2,3156936
C09657-K2,3157002
C00956-K1,3157073
C03571-K1,3157113
C02716-K2,3157207
C04108-K2,3157232
C07562-K2,3157233
C11847-K2,3157237
C08108-K1,3157402
C12961-K2,3157403
C03181-K1,3157481
C05958-K1,3157492
C05381-K2,3157521
C05381-K2,3157556
C07221-K1,3157589
C08962-K2,3157612
C06464-K1,3157618
C08962-K2,3157627
C01333-K2,3157748
C05031-K2,3157761
C05031-K2,3157780
C05031-K2,3157796
C05031-K2,3157798
C04775-K1,3157799
C05031-K2,3157807
C11227-K2,3157812
C06630-K2,3157814
C07180-K1,3157818
C07180-K1,3157822
C11227-K2,3157828
C05031-K2,3157831
C09657-K2,3157861
C03019-K2,3157863
C08455-K1,3157867
C05245-K2,3157880
C05031-K2,3157884
C05245-K2,3157898
C06606-K1,3157908
C00750-K2,3157989
C01727-K2,3158023
C12961-K2,3158035
C09363-K2,3158039
C06224-K2,3158046
C02716-K2,3158065
C11923-K2,3158070
C06464-K1,3158073
C11919-K2,3158077
C11919-K2,3158081
C06464-K1,3158085
C07870-K2,3158093
C06464-K1,3158100
C04597-K2,3158109
C05967-K1,3158135
C05142-K1,3158150
C06464-K1,3158168
C03824-K1,3158181
C03433-K1,3158192
C04125-K2,3158197
C07562-K2,3158226
C09471-K2,3158236
C05381-K2,3158242
C07562-K2,3158243
C04125-K2,3158271
C07981-K1,3158276
C07508-K2,3158289
C07508-K2,3158291
C04108-K2,3158298
C07867-K2,3158410
C09274-K1,3158429
C05381-K2,3158441
C07562-K2,3158452
C09274-K1,3158469
C12942-K2,3158486
C06795-K1,3158487
C10935-K1,3158538
C01295-K1,3158543
C03278-K2,3158597
C03278-K2,3158598
C03278-K2,3158651
C00854-K2,3158657
C08348-K1,3158662
C08348-K1,3158691
C04865-K1,3158716
C07855-K1,3158747
C10553-K1,3158780
C10553-K1,3158786
C07855-K1,3158806
C03558-K1,3158821
C11257-K1,3158827
C07162-K1,3158864
C04125-K2,3158881
C02716-K2,3158910
C13256-K1,3158920
C01521-K2,3158961
C05381-K2,3159023
C02716-K2,3159057
C00854-K2,3159097
C06134-K1,3159155
C13095-K1,3159187
C09657-K2,3159265
C11496-K2,3159269
C11597-K2,3159273
C09471-K2,3159298
C13364-K1,3159346
C06940-K1,3159374
C06940-K1,3159384
C09047-K1,3159409
C09657-K2,3159426
C02716-K2,3159469
C01138-K2,3159527
C12966-K1,3159535
C02716-K2,3159545
C00051-K1,3159557
C01138-K2,3159593
C01138-K2,3159616
C01138-K2,3159618
C04446-K1,3159644
C02147-K2,3159651
C04446-K1,3159677
C08288-K1,3159702
C12897-K1,3159721
C04446-K1,3159728
C04446-K1,3159759
C10010-K1,3159795
C11919-K2,3159798
C05031-K2,3159853
C05031-K2,3159877
C05031-K2,3159889
C04125-K2,3159890
C04108-K2,3159900
C11709-K2,3159910
C04108-K2,3159918
C05031-K2,3159923
C05031-K2,3159941
C04072-K2,3159957
C04072-K2,3159961
C00294-K2,3159991
C11933-K1,3160101
C07508-K2,3160115
C00889-K2,3160146
C01966-K1,3160147
C03218-K2,3160172
C03341-K2,3160188
C12982-K1,3160201
C04034-K2,3160225
C12982-K1,3160244
C12982-K1,3160245
C12982-K1,3160311
C13392-K1,3160330
C09939-K1,3160364
C07518-K2,3160370
C07867-K2,3160394
C08962-K2,3160413
C07867-K2,3160437
C07867-K2,3160444
C07185-K2,3160471
C03096-K1,3160495
C06598-K1,3160591
C06630-K2,3160620
C01155-K2,3160673
C07987-K2,3160680
C00889-K2,3160693
C02716-K2,3160709
C03218-K2,3160762
C01521-K2,3160787
C07987-K2,3160797
C11642-K1,3160836
C06630-K2,3160897
C02716-K2,3161012
C06437-K1,3161042
C07648-K2,3161059
C05031-K2,3161135
C05031-K2,3161151
C02716-K2,3161170
C02716-K2,3161180
C07562-K2,3161185
C05031-K2,3161189
C03278-K2,3161249
C02716-K2,3161253
C02716-K2,3161258
C02716-K2,3161261
C02716-K2,3161272
C09249-K1,3161276
C10092-K1,3161277
C09249-K1,3161283
C04034-K2,3161290
C04034-K2,3161296
C03273-K1,3161299
C01155-K2,3161308
C01638-K1,3161314
C01155-K2,3161316
C07867-K2,3161378
C10045-K1,3161532
C09665-K1,3161542
C00854-K2,3161565
C05031-K2,3161614
C01982-K2,3161675
C05031-K2,3161698
C03047-K2,3161726
C10837-K2,3161741
C05031-K2,3161744
C00391-K1,3161798
C11257-K1,3161839
C09363-K2,3161848
C02716-K2,3161868
C04865-K1,3161876
C02716-K2,3161890
C02716-K2,3161964
C02716-K2,3161983
C12982-K1,3162022
C06855-K1,3162051
C01155-K2,3162060
C04125-K2,3162100
C07987-K2,3162138
C07614-K2,3162158
C01966-K1,3162292
C11000-K2,3162316
C12982-K1,3162318
C11000-K2,3162336
C02354-K2,3162346
C02716-K2,3162354
C00854-K2,3162409
C07562-K2,3162447
C04597-K2,3162454
C10207-K1,3162476
C06663-K2,3162490
C04968-K1,3162507
C12966-K1,3162629
C11958-K1,3162662
C13268-K1,3162664
C06663-K2,3162693
C09800-K2,3162728
C13268-K1,3162735
C12412-K1,3162747
C01982-K2,3162768
C01982-K2,3162778
C04125-K2,3162792
C01727-K2,3162883
C05141-K1,3162961
C06224-K2,3162976
C02226-K1,3162984
C08489-K2,3162998
C11923-K2,3163015
C07212-K2,3163036
C01521-K2,3163044
C07212-K2,3163053
C01521-K2,3163083
C05996-K1,3163084
C11257-K1,3163115
C01521-K2,3163183
C10010-K1,3163248
C03047-K2,3163251
C03218-K2,3163265
C10010-K1,3163343
C11496-K2,3163407
C09657-K2,3163464
C06663-K2,3163499
C07867-K2,3163596
C06663-K2,3163627
C02245-K2,3163683
C11554-K1,3163746
C11509-K2,3163799
C11597-K2,3163802
C08962-K2,3163830
C05031-K2,3163835
C08072-K1,3163853
C05031-K2,3163854
C01810-K1,3163858
C00294-K2,3163866
C06906-K1,3163897
C05031-K2,3163901
C06224-K2,3163957
C07981-K1,3163994
C08072-K1,3164004
C08072-K1,3164010
C08072-K1,3164019
C12160-K1,3164023
C08072-K1,3164024
C12160-K1,3164032
C08072-K1,3164038
C08072-K1,3164040
C08072-K1,3164043
C00854-K2,3164056
C08072-K1,3164060
