transaction_id,device_id
3000001,SM-T810 Build/NRD90M | Android 7.0 | chrome 62.0 for android | 2048x1536
3038464,rv:57.0 | Mac OS X 10.11 | firefox 57.0 | 2880x1800
3038466,iOS Device | iOS 10.3.1 | mobile safari 10.0 | 2048x1536
3038470,Windows | Windows 10 | edge 14.0 | 1920x1080
3038471,Windows |  | chrome 63.0 | 
3038473,MacOS | Mac OS X 10_13_1 | safari generic | 1280x800
3038477,MacOS | Mac OS X 10_12_6 | safari generic | 3200x1800
3038478,rv:57.0 | Mac OS X 10.11 | firefox 57.0 | 2880x1800
3038480,rv:11.0 |  | ie 11.0 for desktop | 
3038484,MacOS | Mac OS X 10_11_6 | chrome | 1280x800
3038485,rv:57.0 | Windows 7 | firefox 57.0 | 1920x1080
3038486,MacOS | Mac | chrome 62.0 | 1440x900
3038489,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1334x750
3038493,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1280x1024
3038494,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2048x1536
3038496,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2208x1242
3038504,rv:57.0 | Mac OS X 10.11 | firefox 57.0 | 2880x1800
3038506,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1680x1050
3038509,Trident/7.0 | Windows 10 | ie 11.0 for tablet | 2160x1440
3038510,LG-M320 Build/NRD90U |  | chrome 62.0 for android | 
3038519,Windows | Windows 10 | chrome 62.0 | 3440x1440
3038521,Windows | Windows 10 | edge 16.0 | 
3038522,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2048x1536
3038526,rv:11.0 |  | ie 11.0 for desktop | 
3038532,LG-H901 | Android 6.0 | chrome 62.0 for android | 2560x1440
3038534,iOS Device | iOS 9.3.5 | mobile safari 9.0 | 1024x768
3038535,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 
3038536,rv:51.0 | Windows 10 | firefox | 1920x1080
3038539,Windows |  | chrome 62.0 | 
3038542,Windows | Windows 10 | edge 16.0 | 1920x1080
3038546,Windows | Windows 10 | chrome 62.0 | 1280x1024
3038552,ILIUM |  | chrome 60.0 for android | 
3038553, |  | chrome 62.0 | 
3038555,Windows | Windows 10 | chrome 62.0 | 1024x768
3038556, |  | chrome 60.0 | 
3038560,rv:11.0 |  | ie 11.0 for desktop | 
3038564, |  | chrome 60.0 | 
3038565,Linux x86_64 | Linux | firefox 57.0 | 1366x768
3038567,Windows | Windows 10 | chrome 62.0 | 1024x768
3038571,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1600x900
3038572,MacOS | Mac OS X 10_12_6 | safari generic | 1920x1080
3038575,MacOS | Mac OS X 10_11_6 | safari generic | 1440x900
3038576,Windows |  | chrome 63.0 | 
3038581, |  | mobile safari 11.0 | 
3038586,iOS Device | iOS 11.1.2 | mobile safari generic | 2208x1242
3038592,SAMSUNG SM-G955U Build/NRD90M | Android 7.0 | samsung browser 6.2 | 
3038593,Windows | Windows 7 | chrome 62.0 | 1920x1080
3038595, |  | mobile safari 11.0 | 
3038596,SM-T377V Build/NMF26X | Android 7.1.1 | chrome 62.0 for android | 
3038600,Windows | Windows 7 | chrome 62.0 | 1280x1024
3038602,iOS Device | iOS 11.1.0 | mobile safari 11.0 | 2048x1536
3038607,Windows | Windows 10 | chrome 63.0 | 1600x900
3038610,SM-G955F Build/NRD90M |  | chrome 62.0 for android | 
3038613,iOS Device | iOS | mobile safari 8.0 | 2048x1536
3038615,iOS Device | iOS 11.1.0 | mobile safari 11.0 | 2208x1242
3038616,Windows | Windows 10 | chrome 62.0 | 2160x1440
3038617,Windows | Windows 10 | chrome 62.0 | 1280x1024
3038638,Windows | Windows 10 | chrome 62.0 | 
3038639,LG-K580 Build/MRA58K |  | chrome 62.0 for android | 
3038641,XT1030 Build/SU6-7.7 |  | chrome 62.0 for android | 
3038643,MacOS | Mac OS X 10_9_5 | safari generic | 1440x900
3038646,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1334x750
3038648,Windows | Windows 10 | chrome 62.0 | 1920x1080
3038650,Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | 
3038651,SAMSUNG SM-G950U Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2220x1080
3038654,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1366x768
3038657,MacOS | Mac OS X 10_10_5 | safari generic | 2880x1800
3038659, |  | mobile safari 10.0 | 
3038665,iOS Device | iOS 11.2.0 | mobile safari 11.0 | 2048x1536
3038671,Windows |  | chrome 62.0 | 
3038673,SM-G955F Build/NRD90M |  | chrome 62.0 for android | 
3038674,iOS Device | iOS 11.2.0 | mobile safari generic | 1334x750
3038676,MacOS | Mac OS X 10_12_6 | safari generic | 2560x1600
3038678,iOS Device | iOS 10.3.2 | mobile safari 10.0 | 2208x1242
3038679,LG-TP260 Build/NRD90U | Android 7.0 | chrome 58.0 for android | 1280x720
3038685,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1776x1000
3038686,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1920x1080
3038689,rv:11.0 |  | ie 11.0 for desktop | 
3038699,Windows | Windows 7 | chrome 63.0 | 1920x1080
3038702,Windows | Windows 10 | chrome 62.0 | 2160x1440
3038704,Windows | Windows 7 | chrome 63.0 | 1366x768
3038705,Windows | Windows 7 | chrome 62.0 | 1366x768
3038707,iOS Device | iOS 11.1.2 | mobile safari generic | 2048x1536
3038708,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1334x750
3038709,LG-TP260 Build/NRD90U | Android 7.0 | chrome 58.0 for android | 1280x720
3038712,Windows | Windows 10 | chrome 62.0 | 1366x768
3038715,Windows | Windows 10 | firefox 57.0 | 1920x1200
3038719,rv:57.0 | Mac OS X 10.12 | firefox 57.0 | 2880x1800
3038720,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1334x750
3038727,MotoG3 Build/MPIS24.65-25.1-19 | Android 6.0 | chrome 62.0 for android | 1280x720
3038729,MotoE2(4G-LTE |  | chrome generic | 
3038730,MacOS | Mac OS X 10_12_6 | safari generic | 2560x1440
3038734,Windows | Windows 10 | edge 16.0 | 
3038735,Windows | Windows 10 | chrome 63.0 | 1920x1080
3038738,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1136x640
3038739,Windows | Windows 10 | chrome 63.0 | 1920x1080
3038742,Windows | Windows 7 | firefox 57.0 | 1920x1080
3038744,Windows | Windows 10 | chrome 62.0 | 1920x1080
3038747,Windows | Windows 10 | chrome 62.0 | 1366x768
3038750,iOS Device | iOS 10.3.2 | mobile safari 10.0 | 2048x1536
3038752,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2208x1242
3038754,iOS Device | iOS 11.1.2 | mobile safari generic | 2208x1242
3038756,Windows | Windows 7 | chrome 63.0 | 1920x1080
3038757,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2048x1536
3038759,Windows | Windows Vista | chrome 49.0 | 1440x900
3038764,Windows | Windows 7 | chrome 60.0 | 1920x1080
3038765,iOS Device | iOS 10.3.3 | mobile safari 10.0 | 1334x750
3038767,Windows |  | chrome 63.0 | 
3038768,iOS Device | iOS 10.3.1 | mobile safari 10.0 | 1334x750
3038771,iOS Device | iOS 11.0.3 | mobile safari 11.0 | 1334x750
3038776,Lenovo-A6020l36 Build/LMY47V |  | other | 
3038777,Windows | Windows 10 | chrome 62.0 | 1600x900
3038780,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1136x640
3038782,iOS Device | iOS 10.3.3 | mobile safari generic | 1136x640
3038783,iOS Device | iOS 10.3.2 | mobile safari 10.0 | 2048x1536
3038784,iOS Device | iOS 10.3.3 | mobile safari generic | 1136x640
3038786,MacOS | Mac OS X 10_12_6 | chrome 62.0 | 4096x2304
3038787,iOS Device | iOS 11.1.0 | mobile safari 11.0 | 2208x1242
3038788,Windows | Windows 10 | chrome 62.0 | 1366x768
3038789,Windows | Windows 7 | chrome 61.0 | 1280x1024
3038791,Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | 1600x900
3038795,Windows |  | chrome 62.0 | 
3038796,Windows | Windows 10 | edge 16.0 | 
3038798,Lenovo-A6020l36 Build/LMY47V |  | other | 
3038804,Windows | Windows 7 | chrome 62.0 | 1920x1080
3038807,Windows | Windows 10 | edge 16.0 | 1920x1080
3038808,Windows | Windows 10 | chrome 62.0 | 1600x900
3038811,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2048x1536
3038812,Windows |  | chrome 63.0 | 
3038815,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2208x1242
3038816,Windows | Windows 10 | edge 15.0 | 
3038817,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1280x1024
3038819,Windows | Windows 10 | chrome 62.0 | 1920x1080
3038821,MacOS | Mac OS X 10_13_1 | safari generic | 2560x1440
3038822,MacOS | Mac OS X 10_12_6 | safari generic | 1920x1080
3038824,Windows | Windows 10 | chrome 62.0 | 2160x1440
3038825,iOS Device | iOS 11.1.1 | mobile safari 11.0 | 1334x750
3038828,SM-N910V Build/MMB29M | Android 6.0.1 | chrome 62.0 for android | 2560x1440
3038831,LGLS775 Build/NRD90U | Android 7.0 | chrome 61.0 for android | 1280x720
3038833,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1334x750
3038836,Windows | Windows 10 | edge 15.0 | 1920x1080
3038837,Windows |  | chrome 62.0 | 
3038838, | Android | chrome 61.0 | 1280x720
3038841,Windows | Windows 10 | edge 14.0 | 1366x768
3038842,Windows | Windows 8.1 | chrome 62.0 | 1920x1080
3038843,MacOS | Mac OS X 10_12_6 | safari generic | 1440x900
3038846,Windows | Windows 7 | firefox 57.0 | 1366x768
3038847, |  | mobile safari 11.0 | 
3038848,Windows | Windows 7 | chrome 60.0 | 1920x1080
3038851,iOS Device | iOS 11.0.0 | mobile safari 11.0 | 1334x750
3038853,iOS Device | iOS 10.3.3 | mobile safari 10.0 | 2048x1536
3038854,Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | 1920x1080
3038858,Windows | Windows 10 | chrome 62.0 | 1600x900
3038859,iOS Device | iOS 11.0.0 | mobile safari 11.0 | 1334x750
3038862, |  | mobile safari generic | 
3038866,iOS Device | iOS 10.3.2 | mobile safari 10.0 | 2048x1536
3038870,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1080
3038875,iOS Device | iOS 11.1.0 | mobile safari 11.0 | 2208x1242
3038879,Windows | Windows 10 | firefox 57.0 | 1920x1080
3038883,iOS Device | iOS 10.3.3 | mobile safari 10.0 | 2048x1536
3038885,SM-G955U Build/NRD90M | Android 7.0 | chrome 63.0 for android | 
3038886,Windows | Windows 10 | edge 16.0 | 1920x1080
3038888,Windows |  | chrome 62.0 | 
3038892,iOS Device | iOS 11.2.0 | mobile safari 11.0 | 1334x750
3038895,Windows | Windows 10 | edge 16.0 | 1920x1080
3038897,Pixel | Android 8.0.0 |  | 2562x1442
3038899,Windows | Windows 10 | edge 15.0 | 
3038900,iOS Device | iOS 11.1.2 | mobile safari generic | 1334x750
3038907,LG-K200 Build/MXB48T |  | chrome 62.0 for android | 
3038908, |  | safari generic | 
3038909, |  | mobile safari 11.0 | 
3038910, |  | safari generic | 
3038911,Windows | Windows 10 | chrome 62.0 | 1920x1080
3038912,Windows | Windows 10 | edge 16.0 | 1920x1080
3038915,Windows | Windows 7 | chrome 62.0 | 1920x1080
3038916,Windows | Windows 8.1 | chrome 63.0 | 1920x1080
3038920,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1366x768
3038921,Windows | Windows 10 | edge 16.0 | 
3038926,CAM-L03 Build/HUAWEICAM-L03 |  | chrome 63.0 for android | 
3038928,Windows | Windows 10 | chrome 63.0 | 
3038929, |  | safari generic | 
3038931,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1080
3038934,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2208x1242
3038936,rv:52.0 | Windows 7 | firefox 52.0 | 1280x1024
3038937,HTC One M9 Build/NRD90M |  | chrome 62.0 for android | 
3038939,Windows |  | edge 15.0 | 
3038940,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1440x900
3038946, |  | safari generic | 
3038947, |  | safari generic | 
3038948,iOS Device | iOS 10.3.3 | mobile safari 10.0 | 2048x1536
3038949,Windows |  | chrome 63.0 | 
3038955,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1080
3038957,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1080
3038958,SAMSUNG SM-G935F Build/MMB29K |  | samsung browser 6.2 | 
3038961,MacOS | Mac OS X 10_13_1 | chrome 62.0 | 1440x900
3038964,SM-T230 Build/KOT49H |  | chrome 62.0 for android | 
3038967, |  | chrome 62.0 | 
3038968,MacOS | Mac OS X 10_9_5 | chrome 62.0 | 2560x1600
3038969,Windows | Windows 10 | chrome 62.0 | 1920x1080
3038972,SM-G900M Build/LRX21T |  | chrome 62.0 for android | 
3038973,rv:48.0 | Mac | firefox 48.0 | 1920x1080
3038974,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1080
3038980,Windows |  | chrome 63.0 | 
3038987,iOS Device | iOS 10.2.1 | mobile safari generic | 2208x1242
3038989,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1080
3038990,ONE A2005 Build/MMB29M | Android 6.0.1 | chrome 62.0 for android | 1920x1080
3038992,Windows | Windows 10 | firefox 57.0 | 1920x1080
3039000,Windows |  | chrome 61.0 | 
3039001,Windows | Windows 10 | chrome 62.0 | 1366x768
3039002,iOS Device | iOS 11.1.1 | chrome 62.0 for ios | 2048x1536
3039011,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2208x1242
3039014,SM-T827V Build/NRD90M | Android 7.0 | chrome 63.0 for android | 
3039015,iOS Device | iOS 10.2.1 | mobile safari generic | 2208x1242
3039016,Windows |  | firefox 57.0 | 
3039017,rv:57.0 | Mac OS X 10.13 | firefox 57.0 | 1920x1080
3039024,SM-G570M Build/MMB29K |  | chrome 63.0 for android | 
3039026,Windows | Windows 10 | edge 15.0 | 
3039029,iOS Device | iOS 10.2.1 | mobile safari generic | 2208x1242
3039031,SM-G610M Build/MMB29K |  | chrome 62.0 for android | 
3039032,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1136x640
3039037,Windows | Windows 7 | chrome 62.0 | 1366x768
3039039,MacOS | Mac OS X 10_8_5 | chrome 49.0 | 1280x800
3039043, |  | mobile safari 11.0 | 
3039052,Windows | Windows 7 | chrome 62.0 | 1366x768
3039064, |  | safari generic | 
3039065,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1440x900
3039072,iOS Device | iOS 11.1.1 | mobile safari 11.0 | 1334x750
3039073,MacOS | Mac OS X 10_11_6 | chrome 62.0 | 1440x900
3039075,Moto G (5) Plus Build/NPN25.137-83 | Android 7.0 | chrome generic | 1920x1080
3039077,MacOS | Mac OS X 10_13_1 | safari generic | 1280x800
3039080,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1280x1024
3039084,iOS Device | iOS 10.3.3 | mobile safari 10.0 | 2048x1536
3039085,MacOS | Mac OS X 10_12_6 | safari generic | 1280x800
3039088,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1080
3039091,Windows | Windows 10 | chrome 62.0 | 1600x900
3039094,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2208x1242
3039095,XT1650 Build/NCLS26.118-23-13-3 | Android 7.1.1 | chrome 62.0 for android | 2560x1440
3039098,Windows |  | chrome 63.0 | 
3039106,SM-G570M Build/MMB29K |  | chrome 62.0 for android | 
3039111,Windows | Windows 10 | edge 16.0 | 
3039124,SAMSUNG SM-G920A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2560x1440
3039125,Windows | Windows 7 | firefox 57.0 | 1920x1080
3039128,Trident/7.0 | Windows 10 | ie 11.0 for tablet | 1920x1080
3039129, |  | safari generic | 
3039130,MacOS | Mac OS X 10_13_1 | chrome 62.0 | 2560x1440
3039134,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2208x1242
3039138, | Linux | chrome 62.0 | 1366x768
3039141, |  | mobile safari 11.0 | 
3039146,Windows | Windows 10 | chrome 62.0 | 1366x768
3039150,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1136x640
3039158,SM-G930V Build/NRD90M | Android 7.0 | chrome 63.0 for android | 1920x1080
3039159,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2208x1242
3039160,Windows | Windows 10 | firefox 57.0 | 
3039161,Windows | Windows 8.1 | chrome 61.0 | 1920x1080
3039162,MacOS | Mac OS X 10_12_6 | safari generic | 1920x1080
3039164,Windows | Windows 10 | edge 15.0 | 
3039166,Windows | Windows 7 | chrome 62.0 | 1366x768
3039168, |  | safari generic | 
3039170,Windows | Windows 7 | chrome 62.0 | 1920x1080
3039171,iOS Device | iOS 11.1.2 | mobile safari generic | 1334x750
3039184,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1080
3039185,Windows | Windows 7 | chrome 62.0 | 1366x768
3039187,MacOS | Mac OS X 10_13_1 | chrome 62.0 | 1920x1080
3039190, |  | mobile safari 10.0 | 
3039192,MacOS | Mac OS X 10_13_1 | safari generic | 1920x1080
3039200,MacOS | Mac OS X 10_12_6 | chrome 62.0 | 3360x2100
3039207,Windows | Windows 7 | chrome 62.0 | 1920x1080
3039208,Windows | Windows 10 | chrome 62.0 | 1920x1080
3039215,Windows | Windows 8.1 | chrome 61.0 | 1920x1080
3039217,iOS Device | iOS | mobile safari 8.0 | 2048x1536
3039218,MacOS | Mac OS X 10_11_6 | chrome 62.0 | 1920x1080
3039224,XT1030 Build/SU6-7.7 |  | chrome 62.0 for android | 
3039227,Windows | Windows 10 | chrome 62.0 | 1366x768
3039229, |  | chrome 62.0 | 
3039231,iOS Device | iOS 11.0.1 | mobile safari 11.0 | 2048x1536
3039232,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1080
3039234,Windows | Windows 10 | edge 15.0 | 
3039238,Windows | Windows 10 | edge 15.0 | 1920x1080
3039241,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1366x768
3039249,MacOS | Mac OS X 10_13_1 | safari generic | 3360x2100
3039253,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1136x640
3039254, |  | firefox | 
3039258,XT1030 Build/SU6-7.7 |  | chrome 62.0 for android | 
3039259,SM-T710 Build/NRD90M | Android 7.0 | chrome 62.0 for android | 2048x1536
3039264,iOS Device | iOS 9.3.5 | mobile safari 9.0 | 1024x768
3039266,Windows | Windows 10 | chrome 63.0 | 1920x1080
3039269,Windows | Windows 10 | chrome 61.0 | 2160x1440
3039270, |  | mobile safari 11.0 | 
3039277,Lenovo | Android 4.4.2 | chrome 62.0 for android | 1280x800
3039278,iOS Device | iOS 11.2.0 | mobile safari 11.0 | 2208x1242
3039279,rv:48.0 | Mac | firefox 48.0 | 1440x900
3039282,XT1030 Build/SU6-7.7 |  | chrome 62.0 for android | 
3039286,rv:54.0 | Windows 8.1 | firefox | 1366x768
3039288,MacOS | Mac OS X 10_11_6 | chrome 62.0 | 1920x1080
3039289,Windows | Windows 10 | chrome 62.0 | 1280x800
3039292,Windows |  | chrome 62.0 | 
3039294,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1280x800
3039299, |  | chrome 62.0 | 
3039300,Windows | Windows 10 | chrome 63.0 | 1920x1080
3039301,Windows |  | chrome 62.0 | 
3039302,MacOS | Mac OS X 10_10_5 | safari generic | 1920x1080
3039307,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2048x1536
3039310,rv:57.0 | Windows 7 | firefox 57.0 | 1280x1024
3039316,iOS Device | iOS 11.0.3 | mobile safari 11.0 | 1136x640
3039319,SM-G900F Build/LRX21T |  | chrome 62.0 for android | 
3039320,MacOS | Mac OS X 10_13_1 | chrome 62.0 | 
3039323,MacOS | Mac OS X 10_13_2 | safari generic | 1440x900
3039325,Windows | Windows 10 | chrome 63.0 | 3840x2160
3039326,Pixel XL Build/OPM1.171019.011 | Android 8.1.0 | chrome 63.0 for android | 
3039327, |  | chrome 63.0 | 
3039330,Windows | Windows 10 | edge 15.0 | 
3039333,iOS Device | iOS 10.3.3 | mobile safari 10.0 | 2048x1536
3039334, |  | mobile safari 11.0 | 
3039339,iOS Device | iOS 9.3.5 | mobile safari 9.0 | 1024x768
3039341, |  | mobile safari 11.0 | 
3039344,XT1030 Build/SU6-7.7 |  | chrome 62.0 for android | 
3039347,Windows | Windows 10 | chrome 62.0 | 1920x1080
3039348, |  | mobile safari 11.0 | 
3039362,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1334x750
3039364,iOS Device | iOS 11.2.0 | mobile safari 11.0 | 2048x1536
3039366,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1136x640
3039371,Windows | Windows 7 | chrome 62.0 | 1440x900
3039374,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2048x1536
3039378,XT1030 Build/SU6-7.7 |  | chrome 62.0 for android | 
3039382, |  | mobile safari 11.0 | 
3039384,Moto G (4) Build/NPJ25.93-14.5 |  | chrome generic | 
3039393, |  | chrome 63.0 | 
3039396,LG-H500 Build/LRX21Y |  | chrome 62.0 for android | 
3039397,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2048x1536
3039403, |  | chrome 63.0 | 
3039407, |  | mobile safari 10.0 | 
3039413,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1334x750
3039419,Windows NT 6.1 | Windows 7 | ie | 1280x720
3039420,XT1030 Build/SU6-7.7 |  | chrome 62.0 for android | 
3039426, | Android | chrome 63.0 | 1280x720
3039427,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1366x768
3039432,SAMSUNG SM-G935A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 1920x1080
3039435,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1334x750
3039436, |  | chrome 62.0 | 
3039439, |  | chrome 63.0 | 
3039442,iOS Device | iOS 11.2.0 | mobile safari 11.0 | 2208x1242
3039443,Windows |  | chrome 62.0 | 
3039445,Windows |  | chrome 63.0 | 
3039446,Windows | Windows 10 | chrome 63.0 | 1366x768
3039453,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 
3039465,rv:57.0 | Mac OS X 10.13 | firefox 57.0 | 2880x1800
3039467,Windows | Windows 7 | chrome 62.0 | 1280x1024
3039468, |  | safari generic | 
3039472, |  | mobile safari 9.0 | 
3039474,iOS Device | iOS 11.0.3 | mobile safari 11.0 | 1334x750
3039487,Windows | Windows 10 | chrome 63.0 | 1366x768
3039492,iOS Device | iOS 9.3.5 | mobile safari 9.0 | 2048x1536
3039496,Windows |  | chrome 62.0 | 
3039502,Windows | Windows 7 | chrome 63.0 | 
3039504,Trident/7.0 |  | ie 11.0 for desktop | 
3039508,Windows | Windows 7 | chrome 62.0 | 1600x900
3039509,MacOS | Mac OS X 10_6_8 | chrome 49.0 | 2560x1440
3039515,Windows | Windows 10 | chrome 63.0 | 1600x900
3039516,Windows | Windows 7 | chrome 62.0 | 1920x1080
3039521,Trident/7.0 | Windows 10 | ie 11.0 for tablet | 
3039522, |  | chrome 63.0 | 
3039525,Windows | Windows XP | chrome 49.0 | 1280x800
3039528, |  | safari generic | 
3039530,Windows | Windows 8.1 | firefox 57.0 | 1366x768
3039534,SAMSUNG SM-G935A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 1920x1080
3039535,rv:57.0 | Mac OS X 10.10 | firefox 57.0 | 2880x1800
3039537,KFTHWI Build/KTU84M | Android | chrome generic | 1920x1200
3039540,iOS Device | iOS 11.0.3 | mobile safari 11.0 | 2001x1125
3039543,Windows | Windows 8.1 | firefox 57.0 | 1366x768
3039544,SAMSUNG-SM-T377A Build/MMB29K | Android 6.0.1 | chrome 63.0 for android | 
3039545,SAMSUNG SM-G935A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 1920x1080
3039546,Windows | Windows 10 | chrome 63.0 | 1366x768
3039547,iOS Device | iOS 9.3.5 | mobile safari 9.0 | 1024x768
3039549,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1920x1080
3039551,SM-N920V Build/NRD90M | Android 7.0 | chrome 63.0 for android | 
3039553,SM-G950U Build/NRD90M | Android 7.0 | chrome 62.0 for android | 2220x1080
3039556,Windows |  | firefox 57.0 | 
3039563,Windows | Windows 10 | chrome 63.0 | 1366x768
3039565,MacOS | Mac OS X 10_12_1 | safari generic | 1440x900
3039567,Windows | Windows 10 | edge 15.0 | 1366x768
3039573, |  | mobile safari 11.0 | 
3039579,Windows | Windows 10 | chrome 63.0 | 1366x768
3039580,iOS Device | iOS 11.2.0 | mobile safari 11.0 | 1334x750
3039581,Windows | Windows 10 | chrome 62.0 | 1360x768
3039582,Windows |  | chrome 62.0 | 
3039583,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2048x1536
3039584,MacOS | Mac OS X 10_10_5 | safari generic | 1440x900
3039585, |  | mobile safari 11.0 | 
3039586,MacOS | Mac OS X 10_9_5 | safari generic | 1920x1200
3039587,MacOS | Mac OS X 10_13_1 | safari generic | 2560x1600
3039589,iOS Device | iOS 9.3.5 | mobile safari 9.0 | 2048x1536
3039594,iOS Device | iOS 10.3.3 | mobile safari 10.0 | 1334x750
3039595,Windows | Windows 10 | edge 16.0 | 1366x768
3039601,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1600x900
3039602,iOS Device | iOS 11.0.2 | mobile safari 11.0 | 1334x750
3039603,rv:11.0 |  | ie 11.0 for desktop | 
3039604,iOS Device | iOS 11.2.0 | chrome 62.0 for ios | 2048x1536
3039606,Windows | Windows 10 | chrome 63.0 | 1366x768
3039607,Windows | Windows 7 | chrome 62.0 | 1600x900
3039608,SAMSUNG SM-J700M Build/MMB29K |  | samsung browser 6.2 | 
3039610, |  | mobile safari 11.0 | 
3039611,Windows | Windows 10 | chrome 63.0 | 1920x1080
3039612,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1136x640
3039613,Windows |  | chrome 63.0 | 
3039615,MacOS | Mac OS X 10_11_6 | safari generic | 1280x800
3039616,Windows | Windows 10 | edge 16.0 | 1920x1080
3039617,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1334x750
3039620,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2001x1125
3039624,MacOS | Mac OS X 10_11_6 | safari generic | 1280x800
3039629,MacOS | Mac OS X 10_6_8 | chrome 49.0 | 1280x800
3039631,Windows |  | chrome 62.0 | 
3039644,iOS Device | iOS 11.2.0 | chrome 62.0 for ios | 2048x1536
3039653,MacOS | Mac OS X 10_11_4 | chrome 62.0 | 1920x1080
3039658,iOS Device | iOS 11.0.2 | mobile safari 11.0 | 2048x1536
3039660,iOS Device | iOS 11.2.0 | mobile safari generic | 1334x750
3039662,SAMSUNG SM-G930A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 1920x1080
3039667,rv:57.0 | Windows 10 | firefox | 1024x768
3039675,Windows |  | chrome 62.0 | 
3039679,Windows | Windows 10 | chrome 62.0 | 1366x768
3039685,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2001x1125
3039688,Windows |  | chrome 62.0 | 
3039689,MacOS | Mac OS X 10_10_5 | chrome 62.0 | 1920x1080
3039693,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 1334x750
3039711, |  | mobile safari 11.0 | 
3039712,Windows |  | firefox 56.0 | 
3039713,MacOS | Mac OS X 10_11_6 | safari generic | 1280x800
3039715,Windows |  | chrome 62.0 | 
3039718,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2048x1536
3039721,iOS Device | iOS 11.1.1 | mobile safari 11.0 | 1334x750
